,Tags,Year,count
0,['excel-formula'],2009,6
1,['excel-formula'],2010,4
2,['excel-formula'],2011,8
3,['excel-formula'],2012,9
4,['excel-formula'],2013,17
5,['excel-formula'],2014,47
6,['excel-formula'],2015,53
7,['excel-formula'],2016,78
8,['excel-formula'],2017,86
9,['excel-formula'],2018,108
10,['excel-formula'],2019,153
11,['excel-formula'],2020,41
