,Tags,Year,count
0,['ruby'],2008,41
1,['ruby'],2009,316
2,['ruby'],2010,626
3,['ruby'],2011,939
4,['ruby'],2012,1426
5,['ruby'],2013,1674
6,['ruby'],2014,1510
7,['ruby'],2015,1294
8,['ruby'],2016,1169
9,['ruby'],2017,888
10,['ruby'],2018,594
11,['ruby'],2019,509
12,['ruby'],2020,229
