,Tags,Year,count
0,['asp.net-mvc'],2008,115
1,['asp.net-mvc'],2009,904
2,['asp.net-mvc'],2010,806
3,['asp.net-mvc'],2011,642
4,['asp.net-mvc'],2012,591
5,['asp.net-mvc'],2013,444
6,['asp.net-mvc'],2014,410
7,['asp.net-mvc'],2015,346
8,['asp.net-mvc'],2016,316
9,['asp.net-mvc'],2017,278
10,['asp.net-mvc'],2018,196
11,['asp.net-mvc'],2019,113
12,['asp.net-mvc'],2020,48
