,Original_Tags,Tags,YearTagCount
0,"laravel,eloquent",laravel,304
1,"laravel,eloquent",eloquent,304
2,"php,arrays,sorting",php,423
3,"php,arrays,sorting",arrays,423
4,"php,arrays,sorting",sorting,423
5,"c#,reflection",c#,314
6,"c#,reflection",reflection,314
7,"ios,xcode,swift",ios,790
8,"ios,xcode,swift",xcode,790
9,"ios,xcode,swift",swift,790
10,"python,tensorflow",python,324
11,"python,tensorflow",tensorflow,324
12,"javascript,html,canvas",javascript,815
13,"javascript,html,canvas",html,815
14,"javascript,html,canvas",canvas,815
15,"html,css",html,23679
16,"html,css",css,23679
17,"javascript,jquery,jquery-ui",javascript,455
18,"javascript,jquery,jquery-ui",jquery,455
19,"javascript,jquery,jquery-ui",jquery-ui,455
20,"javascript,node.js,mongodb,mongoose",javascript,419
21,"javascript,node.js,mongodb,mongoose",node.js,419
22,"javascript,node.js,mongodb,mongoose",mongodb,419
23,"javascript,node.js,mongodb,mongoose",mongoose,419
24,"windows,batch-file,cmd",windows,409
25,"windows,batch-file,cmd",batch-file,409
26,"windows,batch-file,cmd",cmd,409
27,"elixir,phoenix-framework",elixir,397
28,"elixir,phoenix-framework",phoenix-framework,397
29,"php,regex",php,2717
30,"php,regex",regex,2717
31,"python,sqlite",python,308
32,"python,sqlite",sqlite,308
33,"ios,objective-c,swift",ios,480
34,"ios,objective-c,swift",objective-c,480
35,"ios,objective-c,swift",swift,480
36,"javascript,vue.js",javascript,333
37,"javascript,vue.js",vue.js,333
38,"java,enums",java,332
39,"java,enums",enums,332
40,"javascript,html,dom",javascript,420
41,"javascript,html,dom",html,420
42,"javascript,html,dom",dom,420
43,"javascript,underscore.js",javascript,377
44,"javascript,underscore.js",underscore.js,377
45,"node.js,mongodb",node.js,557
46,"node.js,mongodb",mongodb,557
47,"r,plot",r,611
48,"r,plot",plot,611
49,"mongodb,mongodb-query",mongodb,560
50,"mongodb,mongodb-query",mongodb-query,560
51,"mysql,join",mysql,484
52,"mysql,join",join,484
53,"angularjs,angularjs-scope",angularjs,416
54,"angularjs,angularjs-scope",angularjs-scope,416
55,"java,generics",java,1059
56,"java,generics",generics,1059
57,"c,arrays",c,895
58,"c,arrays",arrays,895
59,"java,android,libgdx",java,302
60,"java,android,libgdx",android,302
61,"java,android,libgdx",libgdx,302
62,"google-apps-script,google-sheets",google-apps-script,589
63,"google-apps-script,google-sheets",google-sheets,589
64,"javascript,meteor",javascript,759
65,"javascript,meteor",meteor,759
66,"java,jsp,servlets",java,330
67,"java,jsp,servlets",jsp,330
68,"java,jsp,servlets",servlets,330
69,"javascript,google-maps",javascript,412
70,"javascript,google-maps",google-maps,412
71,"php,arrays,multidimensional-array",php,951
