,Tags,Year,count
0,['sql-server-2008'],2008,1
1,['sql-server-2008'],2009,38
2,['sql-server-2008'],2010,124
3,['sql-server-2008'],2011,290
4,['sql-server-2008'],2012,358
5,['sql-server-2008'],2013,303
6,['sql-server-2008'],2014,175
7,['sql-server-2008'],2015,172
8,['sql-server-2008'],2016,82
9,['sql-server-2008'],2017,51
10,['sql-server-2008'],2018,30
11,['sql-server-2008'],2019,8
12,['sql-server-2008'],2020,2
