,Tags,Year,count
0,['vim'],2008,26
1,['vim'],2009,215
2,['vim'],2010,360
3,['vim'],2011,598
4,['vim'],2012,765
5,['vim'],2013,864
6,['vim'],2014,704
7,['vim'],2015,531
8,['vim'],2016,334
9,['vim'],2017,298
10,['vim'],2018,254
11,['vim'],2019,192
12,['vim'],2020,196
