,Tags,Year,count
0,['json'],2008,3
1,['json'],2009,12
2,['json'],2010,30
3,['json'],2011,47
4,['json'],2012,62
5,['json'],2013,70
6,['json'],2014,72
7,['json'],2015,78
8,['json'],2016,72
9,['json'],2017,88
10,['json'],2018,50
11,['json'],2019,35
12,['json'],2020,30
