,Tags,Year,count
0,['algorithm'],2008,22
1,['algorithm'],2009,128
2,['algorithm'],2010,284
3,['algorithm'],2011,300
4,['algorithm'],2012,353
5,['algorithm'],2013,302
6,['algorithm'],2014,283
7,['algorithm'],2015,256
8,['algorithm'],2016,209
9,['algorithm'],2017,181
10,['algorithm'],2018,125
11,['algorithm'],2019,107
12,['algorithm'],2020,74
