,Tags,Year,count
0,['git'],2008,23
1,['git'],2009,258
2,['git'],2010,590
3,['git'],2011,1046
4,['git'],2012,1409
5,['git'],2013,1577
6,['git'],2014,1361
7,['git'],2015,1318
8,['git'],2016,1288
9,['git'],2017,1120
10,['git'],2018,1147
11,['git'],2019,994
12,['git'],2020,635
