,Tags,Year,count
0,['postgresql'],2008,19
1,['postgresql'],2009,44
2,['postgresql'],2010,120
3,['postgresql'],2011,241
4,['postgresql'],2012,251
5,['postgresql'],2013,411
6,['postgresql'],2014,472
7,['postgresql'],2015,460
8,['postgresql'],2016,598
9,['postgresql'],2017,715
10,['postgresql'],2018,588
11,['postgresql'],2019,760
12,['postgresql'],2020,545
