,Tags,singleTagCount
0,kubernetes,430
1,dart,2048
2,zend-framework,703
3,flutter,3582
4,android,4047
5,pygame,383
6,google-sheets,561
7,rust,508
8,postgresql,1813
9,angular,4505
10,data.table,371
11,winforms,453
12,haskell,573
13,powershell,1485
14,firebase,303
15,flutter-layout,422
16,firebase-realtime-database,303
17,ansible,483
18,node.js,1389
19,angular-material,447
20,c#,5869
21,tensorflow,811
22,c++11,330
23,ecmascript-6,372
24,vb.net,510
25,html,12218
26,tkinter,580
27,perl,325
28,mongodb,428
29,linq,482
30,excel,5578
31,ggplot2,1182
32,numpy,1457
33,beautifulsoup,309
34,dplyr,894
35,json,1293
36,pandas,10454
37,ruby,1041
38,google-bigquery,369
39,mysql,5063
40,nhibernate,426
41,docker,436
42,go,846
43,tsql,1160
44,react-hooks,850
45,keras,356
46,android-listview,439
47,bootstrap-4,472
48,jquery,6475
49,javascript,24572
50,css,8157
51,arrays,1991
52,bash,724
53,excel-formula,715
54,react-native,1121
55,listview,439
56,sql,8439
57,typescript,4010
58,scala,764
59,sql-server,4433
60,material-ui,324
61,kotlin,962
62,regex,3009
63,django-rest-framework,313
64,github,312
65,matplotlib,726
66,laravel,2380
67,elasticsearch,656
68,c++,3288
69,wordpress,455
70,c,2022
71,wpf,468
72,list,657
73,extjs,477
74,extjs4,477
75,google-apps-script,920
76,swift,1935
77,internet-explorer,345
78,flexbox,417
79,reactjs,6956
80,apache-spark,308
81,fluent-nhibernate,426
82,dataframe,3084
83,shiny,436
84,java,5656
85,git,1306
86,r,7669
87,vue.js,1275
88,php,6344
89,.net,313
90,django,2563
91,unity3d,1579
92,python-3.x,6362
93,vba,4375
94,karate,328
95,matlab,318
96,ios,1004
97,python,27384
98,batch-file,352
99,angularjs,535
100,asp.net-core,307
101,dictionary,422
102,ruby-on-rails,1216
103,oracle,1165
104,pandas-groupby,316
