,Tags,Year,count
0,['uitableview'],2009,3
1,['uitableview'],2010,19
2,['uitableview'],2011,24
3,['uitableview'],2012,28
4,['uitableview'],2013,35
5,['uitableview'],2014,15
6,['uitableview'],2015,4
7,['uitableview'],2016,5
8,['uitableview'],2018,2
