,Tags,Year,count
0,['opencv'],2009,4
1,['opencv'],2010,19
2,['opencv'],2011,74
3,['opencv'],2012,139
4,['opencv'],2013,144
5,['opencv'],2014,100
6,['opencv'],2015,59
7,['opencv'],2016,44
8,['opencv'],2017,33
9,['opencv'],2018,38
10,['opencv'],2019,27
11,['opencv'],2020,11
