,Tags,Year,count
0,"['php', 'codeigniter']",2008,7
1,"['php', 'codeigniter']",2009,68
2,"['php', 'codeigniter']",2010,224
3,"['php', 'codeigniter']",2011,479
4,"['php', 'codeigniter']",2012,827
5,"['php', 'codeigniter']",2013,798
6,"['php', 'codeigniter']",2014,632
7,"['php', 'codeigniter']",2015,697
8,"['php', 'codeigniter']",2016,605
9,"['php', 'codeigniter']",2017,498
10,"['php', 'codeigniter']",2018,335
11,"['php', 'codeigniter']",2019,235
12,"['php', 'codeigniter']",2020,135
