,Tags,Year,count
0,['r'],2008,1
1,['r'],2009,40
2,['r'],2010,332
3,['r'],2011,903
4,['r'],2012,1875
5,['r'],2013,2802
6,['r'],2014,3365
7,['r'],2015,4183
8,['r'],2016,3854
9,['r'],2017,4051
10,['r'],2018,3855
11,['r'],2019,4223
12,['r'],2020,3382
