,Tags,Year,count
0,['c++'],2008,76
1,['c++'],2009,683
2,['c++'],2010,2011
3,['c++'],2011,2719
4,['c++'],2012,3294
5,['c++'],2013,4170
6,['c++'],2014,3986
7,['c++'],2015,3572
8,['c++'],2016,3225
9,['c++'],2017,2641
10,['c++'],2018,2585
11,['c++'],2019,2958
12,['c++'],2020,2104
