,Original_Tags,Tags,YearTagCount
0,"php,html",php,467
1,"php,html",html,467
2,"python,tkinter",python,580
3,"python,tkinter",tkinter,580
4,"reactjs,typescript",reactjs,318
5,"reactjs,typescript",typescript,318
6,"sql,oracle",sql,1165
7,"sql,oracle",oracle,1165
8,"python,beautifulsoup",python,309
9,"python,beautifulsoup",beautifulsoup,309
10,"java,arrays",java,312
11,"java,arrays",arrays,312
12,"angular,typescript",angular,1053
13,"angular,typescript",typescript,1053
14,"php,wordpress",php,455
15,"php,wordpress",wordpress,455
16,"reactjs,react-native",reactjs,334
17,"reactjs,react-native",react-native,334
18,"python,pandas,dataframe",python,2191
19,"python,pandas,dataframe",pandas,2191
20,"python,pandas,dataframe",dataframe,2191
21,"r,shiny",r,436
22,"r,shiny",shiny,436
23,"android,listview,android-listview",android,439
24,"android,listview,android-listview",listview,439
25,"android,listview,android-listview",android-listview,439
26,"javascript,reactjs,react-hooks",javascript,371
27,"javascript,reactjs,react-hooks",reactjs,371
28,"javascript,reactjs,react-hooks",react-hooks,371
29,"python,list",python,657
30,"python,list",list,657
31,"html,css,flexbox",html,417
32,"html,css,flexbox",css,417
33,"html,css,flexbox",flexbox,417
34,"python,python-3.x,pandas",python,658
35,"python,python-3.x,pandas",python-3.x,658
36,"python,python-3.x,pandas",pandas,658
37,"python,tensorflow",python,455
38,"python,tensorflow",tensorflow,455
39,"nhibernate,fluent-nhibernate",nhibernate,426
40,"nhibernate,fluent-nhibernate",fluent-nhibernate,426
41,"html,css",html,3794
42,"html,css",css,3794
43,"javascript,vue.js",javascript,673
44,"javascript,vue.js",vue.js,673
45,"reactjs,react-hooks",reactjs,479
46,"reactjs,react-hooks",react-hooks,479
47,"google-apps-script,google-sheets",google-apps-script,561
48,"google-apps-script,google-sheets",google-sheets,561
49,"javascript,jquery,internet-explorer",javascript,345
50,"javascript,jquery,internet-explorer",jquery,345
51,"javascript,jquery,internet-explorer",internet-explorer,345
52,"python,json",python,398
53,"python,json",json,398
54,"php,laravel",php,1454
55,"php,laravel",laravel,1454
56,"python,regex",python,975
57,"python,regex",regex,975
58,"git,github",git,312
59,"git,github",github,312
60,"r,dplyr",r,894
61,"r,dplyr",dplyr,894
62,"mysql,sql",mysql,2155
63,"mysql,sql",sql,2155
64,"sql,postgresql",sql,1053
65,"sql,postgresql",postgresql,1053
66,"ruby-on-rails,ruby",ruby-on-rails,532
67,"ruby-on-rails,ruby",ruby,532
68,"python,tensorflow,keras",python,356
69,"python,tensorflow,keras",tensorflow,356
70,"python,tensorflow,keras",keras,356
71,"angular,angular-material",angular,447
72,"angular,angular-material",angular-material,447
73,"jquery,html",jquery,347
74,"jquery,html",html,347
75,"python,matplotlib",python,726
76,"python,matplotlib",matplotlib,726
77,"excel,excel-formula",excel,715
78,"excel,excel-formula",excel-formula,715
79,"sql,sql-server",sql,2382
80,"sql,sql-server",sql-server,2382
81,"javascript,jquery",javascript,2436
82,"javascript,jquery",jquery,2436
83,"php,arrays",php,703
84,"php,arrays",arrays,703
85,"excel,vba",excel,4375
86,"excel,vba",vba,4375
87,"python,pandas",python,5427
88,"python,pandas",pandas,5427
89,"javascript,angular,typescript",javascript,425
90,"javascript,angular,typescript",angular,425
91,"javascript,angular,typescript",typescript,425
92,"dart,flutter",dart,700
93,"dart,flutter",flutter,700
