,Tags,Year,count
0,['tensorflow'],2015,45
1,['tensorflow'],2016,489
2,['tensorflow'],2017,721
3,['tensorflow'],2018,301
4,['tensorflow'],2019,163
5,['tensorflow'],2020,53
