,Tags,Year,count
0,"['python', 'pandas']",2011,1
1,"['python', 'pandas']",2012,216
2,"['python', 'pandas']",2013,712
3,"['python', 'pandas']",2014,1246
4,"['python', 'pandas']",2015,1872
5,"['python', 'pandas']",2016,2560
6,"['python', 'pandas']",2017,3480
7,"['python', 'pandas']",2018,4226
8,"['python', 'pandas']",2019,5427
9,"['python', 'pandas']",2020,4197
