,Tags,Year,count
0,['sql'],2008,43
1,['sql'],2009,351
2,['sql'],2010,668
3,['sql'],2011,890
4,['sql'],2012,1161
5,['sql'],2013,1322
6,['sql'],2014,1336
7,['sql'],2015,874
8,['sql'],2016,843
9,['sql'],2017,896
10,['sql'],2018,834
11,['sql'],2019,960
12,['sql'],2020,606
