,Original_Tags,Tags,YearTagCount
0,"python,django,django-models",python,506
1,"python,django,django-models",django,506
2,"python,django,django-models",django-models,506
3,"python,tensorflow,keras",python,807
4,"python,tensorflow,keras",tensorflow,807
5,"python,tensorflow,keras",keras,807
6,"php,laravel,laravel-5",php,704
7,"php,laravel,laravel-5",laravel,704
8,"php,laravel,laravel-5",laravel-5,704
9,"angular,angular-material",angular,1084
10,"angular,angular-material",angular-material,1084
11,"javascript,jquery,ajax",javascript,688
12,"javascript,jquery,ajax",jquery,688
13,"javascript,jquery,ajax",ajax,688
14,"jquery,html",jquery,869
15,"jquery,html",html,869
16,"python,matplotlib",python,2079
17,"python,matplotlib",matplotlib,2079
18,"python,python-3.x,tkinter",python,592
19,"python,python-3.x,tkinter",python-3.x,592
20,"python,python-3.x,tkinter",tkinter,592
21,"excel,excel-formula",excel,1801
22,"excel,excel-formula",excel-formula,1801
23,"javascript,highcharts",javascript,484
24,"javascript,highcharts",highcharts,484
25,"batch-file,cmd",batch-file,307
26,"batch-file,cmd",cmd,307
27,"c++,qt",c++,629
28,"c++,qt",qt,629
29,"node.js,mongodb,mongoose",node.js,861
30,"node.js,mongodb,mongoose",mongodb,861
31,"node.js,mongodb,mongoose",mongoose,861
32,"html,css,twitter-bootstrap,bootstrap-4",html,431
33,"html,css,twitter-bootstrap,bootstrap-4",css,431
34,"html,css,twitter-bootstrap,bootstrap-4",twitter-bootstrap,431
35,"html,css,twitter-bootstrap,bootstrap-4",bootstrap-4,431
36,"javascript,object",javascript,334
37,"javascript,object",object,334
38,"java,multithreading",java,480
39,"java,multithreading",multithreading,480
40,"json,jq",json,335
41,"json,jq",jq,335
42,"sql,sql-server",sql,6232
43,"sql,sql-server",sql-server,6232
44,"javascript,jquery",javascript,7524
45,"javascript,jquery",jquery,7524
46,"python-3.x,pandas,dataframe",python-3.x,477
47,"python-3.x,pandas,dataframe",pandas,477
48,"python-3.x,pandas,dataframe",dataframe,477
49,"apache-spark,pyspark",apache-spark,344
50,"apache-spark,pyspark",pyspark,344
51,"javascript,vue.js,vuejs2",javascript,702
52,"javascript,vue.js,vuejs2",vue.js,702
53,"javascript,vue.js,vuejs2",vuejs2,702
54,"php,arrays",php,1929
55,"php,arrays",arrays,1929
56,"android,firebase,firebase-realtime-database",android,702
57,"android,firebase,firebase-realtime-database",firebase,702
58,"android,firebase,firebase-realtime-database",firebase-realtime-database,702
59,"excel,vba",excel,8808
60,"excel,vba",vba,8808
61,"neo4j,cypher",neo4j,793
62,"neo4j,cypher",cypher,793
63,"python,pandas",python,13850
64,"python,pandas",pandas,13850
65,"javascript,angular,typescript",javascript,1223
66,"javascript,angular,typescript",angular,1223
67,"javascript,angular,typescript",typescript,1223
68,"python,pandas,datetime",python,554
69,"python,pandas,datetime",pandas,554
70,"python,pandas,datetime",datetime,554
71,"apache-spark,apache-spark-sql",apache-spark,364
72,"apache-spark,apache-spark-sql",apache-spark-sql,364
73,"c#,json",c#,436
74,"c#,json",json,436
75,"python,python-3.x,numpy",python,327
76,"python,python-3.x,numpy",python-3.x,327
77,"python,python-3.x,numpy",numpy,327
78,"java,android,android-studio",java,624
79,"java,android,android-studio",android,624
80,"java,android,android-studio",android-studio,624
81,"javascript,node.js,discord.js",javascript,313
82,"javascript,node.js,discord.js",node.js,313
83,"javascript,node.js,discord.js",discord.js,313
84,"php,mysql,laravel",php,502
85,"php,mysql,laravel",mysql,502
86,"php,mysql,laravel",laravel,502
87,"java,json",java,359
88,"java,json",json,359
89,"python,selenium",python,721
90,"python,selenium",selenium,721
91,"java,android,firebase,firebase-realtime-database",java,925
92,"java,android,firebase,firebase-realtime-database",android,925
93,"java,android,firebase,firebase-realtime-database",firebase,925
94,"java,android,firebase,firebase-realtime-database",firebase-realtime-database,925
95,"oracle,plsql",oracle,547
96,"oracle,plsql",plsql,547
97,"javascript,ecmascript-6",javascript,1099
98,"javascript,ecmascript-6",ecmascript-6,1099
99,"python,pyqt,pyqt5",python,373
100,"python,pyqt,pyqt5",pyqt,373
101,"python,pyqt,pyqt5",pyqt5,373
102,"scala,apache-spark",scala,943
103,"scala,apache-spark",apache-spark,943
104,"php,mysql",php,2660
105,"php,mysql",mysql,2660
106,"python,list,dictionary",python,546
107,"python,list,dictionary",list,546
108,"python,list,dictionary",dictionary,546
109,"android,kotlin",android,1349
110,"android,kotlin",kotlin,1349
111,"django,python-3.x",django,320
112,"django,python-3.x",python-3.x,320
113,"python,pandas,csv",python,516
114,"python,pandas,csv",pandas,516
115,"python,pandas,csv",csv,516
116,"html,css,bootstrap-4",html,1225
117,"html,css,bootstrap-4",css,1225
118,"html,css,bootstrap-4",bootstrap-4,1225
119,"javascript,html,css",javascript,4649
120,"javascript,html,css",html,4649
121,"javascript,html,css",css,4649
122,"javascript,angular",javascript,1149
123,"javascript,angular",angular,1149
124,"python,pandas,numpy",python,1238
125,"python,pandas,numpy",pandas,1238
126,"python,pandas,numpy",numpy,1238
127,"c++,c++11",c++,963
128,"c++,c++11",c++11,963
129,"javascript,arrays,reactjs",javascript,351
130,"javascript,arrays,reactjs",arrays,351
131,"javascript,arrays,reactjs",reactjs,351
132,"jquery,html,css",jquery,655
133,"jquery,html,css",html,655
134,"jquery,html,css",css,655
135,"c++,arrays",c++,360
136,"c++,arrays",arrays,360
137,"javascript,arrays,json",javascript,356
138,"javascript,arrays,json",arrays,356
139,"javascript,arrays,json",json,356
140,"javascript,three.js",javascript,374
141,"javascript,three.js",three.js,374
142,"sql,sqlite",sql,560
143,"sql,sqlite",sqlite,560
144,"r,dataframe",r,1568
145,"r,dataframe",dataframe,1568
146,"javascript,dom",javascript,341
147,"javascript,dom",dom,341
148,"javascript,momentjs",javascript,313
149,"javascript,momentjs",momentjs,313
150,"python,python-3.x,pandas,dataframe",python,847
151,"python,python-3.x,pandas,dataframe",python-3.x,847
152,"python,python-3.x,pandas,dataframe",pandas,847
153,"python,python-3.x,pandas,dataframe",dataframe,847
154,"javascript,html,jquery",javascript,588
155,"javascript,html,jquery",html,588
156,"javascript,html,jquery",jquery,588
157,"javascript,json,angularjs",javascript,538
158,"javascript,json,angularjs",json,538
159,"javascript,json,angularjs",angularjs,538
160,"javascript,php,jquery",javascript,390
161,"javascript,php,jquery",php,390
162,"javascript,php,jquery",jquery,390
163,"php,codeigniter",php,705
164,"php,codeigniter",codeigniter,705
165,"c#,asp.net-core",c#,678
166,"c#,asp.net-core",asp.net-core,678
167,"django,django-models",django,720
168,"django,django-models",django-models,720
169,"javascript,reactjs",javascript,7812
170,"javascript,reactjs",reactjs,7812
171,"python-3.x,pandas",python-3.x,1299
172,"python-3.x,pandas",pandas,1299
173,"java,java-8",java,394
174,"java,java-8",java-8,394
175,"javascript,lodash",javascript,374
176,"javascript,lodash",lodash,374
177,"javascript,typescript",javascript,1167
178,"javascript,typescript",typescript,1167
179,"mysql,sql,database",mysql,539
180,"mysql,sql,database",sql,539
181,"mysql,sql,database",database,539
182,"python,scikit-learn",python,388
183,"python,scikit-learn",scikit-learn,388
184,"c++,c++17",c++,403
185,"c++,c++17",c++17,403
186,"powerbi,dax",powerbi,557
187,"powerbi,dax",dax,557
188,"python,pygame",python,1085
189,"python,pygame",pygame,1085
190,"r,data.table",r,1000
191,"r,data.table",data.table,1000
192,"c++,templates",c++,563
193,"c++,templates",templates,563
194,"python,kivy",python,550
195,"python,kivy",kivy,550
196,"java,swing",java,492
197,"java,swing",swing,492
198,"ios,swift,swiftui",ios,504
199,"ios,swift,swiftui",swift,504
200,"ios,swift,swiftui",swiftui,504
201,"javascript,reactjs,redux,react-redux",javascript,348
202,"javascript,reactjs,redux,react-redux",reactjs,348
203,"javascript,reactjs,redux,react-redux",redux,348
204,"javascript,reactjs,redux,react-redux",react-redux,348
205,"javascript,d3.js",javascript,894
206,"javascript,d3.js",d3.js,894
207,"python,sqlalchemy",python,410
208,"python,sqlalchemy",sqlalchemy,410
209,"javascript,promise",javascript,327
210,"javascript,promise",promise,327
211,"vue.js,vuetify.js",vue.js,453
212,"vue.js,vuetify.js",vuetify.js,453
213,"vue.js,vuejs2",vue.js,571
214,"vue.js,vuejs2",vuejs2,571
215,"javascript,reactjs,material-ui",javascript,390
216,"javascript,reactjs,material-ui",reactjs,390
217,"javascript,reactjs,material-ui",material-ui,390
218,"python,python-3.x,dictionary",python,435
219,"python,python-3.x,dictionary",python-3.x,435
220,"python,python-3.x,dictionary",dictionary,435
221,"typescript,typescript-typings",typescript,318
222,"typescript,typescript-typings",typescript-typings,318
223,"javascript,css",javascript,681
224,"javascript,css",css,681
225,"c#,.net",c#,943
226,"c#,.net",.net,943
227,"python,python-3.x",python,8070
228,"python,python-3.x",python-3.x,8070
229,"sql,tsql",sql,308
230,"sql,tsql",tsql,308
231,"angular,rxjs",angular,692
232,"angular,rxjs",rxjs,692
233,"c#,wpf,xaml",c#,519
234,"c#,wpf,xaml",wpf,519
235,"c#,wpf,xaml",xaml,519
236,"java,arraylist",java,408
237,"java,arraylist",arraylist,408
238,"java,javafx",java,737
239,"java,javafx",javafx,737
240,"javascript,jquery,css",javascript,519
241,"javascript,jquery,css",jquery,519
242,"javascript,jquery,css",css,519
243,"css,sass",css,339
244,"css,sass",sass,339
245,"vba,ms-access",vba,599
246,"vba,ms-access",ms-access,599
247,"docker,docker-compose",docker,663
248,"docker,docker-compose",docker-compose,663
249,"javascript,chart.js",javascript,301
250,"javascript,chart.js",chart.js,301
251,"javascript,reactjs,typescript",javascript,466
252,"javascript,reactjs,typescript",reactjs,466
253,"javascript,reactjs,typescript",typescript,466
254,"c,pointers",c,381
255,"c,pointers",pointers,381
256,"c#,linq",c#,1518
257,"c#,linq",linq,1518
258,"c#,winforms",c#,1142
259,"c#,winforms",winforms,1142
260,"css,bootstrap-4",css,400
261,"css,bootstrap-4",bootstrap-4,400
262,"c#,unity3d",c#,2840
263,"c#,unity3d",unity3d,2840
264,"css,flexbox",css,427
265,"css,flexbox",flexbox,427
266,"python,regex,python-3.x",python,474
267,"python,regex,python-3.x",regex,474
268,"python,regex,python-3.x",python-3.x,474
269,"sql,ms-access",sql,612
270,"sql,ms-access",ms-access,612
271,"c#,xml",c#,303
272,"c#,xml",xml,303
273,"javascript,firebase,google-cloud-firestore",javascript,410
274,"javascript,firebase,google-cloud-firestore",firebase,410
275,"javascript,firebase,google-cloud-firestore",google-cloud-firestore,410
276,"python,numpy",python,2630
277,"python,numpy",numpy,2630
278,"reactjs,redux",reactjs,582
279,"reactjs,redux",redux,582
280,"reactjs,redux,react-redux",reactjs,503
281,"reactjs,redux,react-redux",redux,503
282,"reactjs,redux,react-redux",react-redux,503
283,"html,angular,typescript",html,333
284,"html,angular,typescript",angular,333
285,"html,angular,typescript",typescript,333
286,"javascript,node.js",javascript,2322
287,"javascript,node.js",node.js,2322
288,"react-native,react-navigation",react-native,440
289,"react-native,react-navigation",react-navigation,440
290,"mongodb,aggregation-framework",mongodb,525
291,"mongodb,aggregation-framework",aggregation-framework,525
292,"python,pandas,numpy,dataframe",python,397
293,"python,pandas,numpy,dataframe",pandas,397
294,"python,pandas,numpy,dataframe",numpy,397
295,"python,pandas,numpy,dataframe",dataframe,397
296,"python,string",python,511
297,"python,string",string,511
298,"laravel,laravel-5",laravel,569
299,"laravel,laravel-5",laravel-5,569
300,"php,mysql,sql",php,569
301,"php,mysql,sql",mysql,569
302,"php,mysql,sql",sql,569
303,"python,pandas,pandas-groupby",python,888
304,"python,pandas,pandas-groupby",pandas,888
305,"python,pandas,pandas-groupby",pandas-groupby,888
306,"r,ggplot2",r,3536
307,"r,ggplot2",ggplot2,3536
308,"javascript,arrays",javascript,2791
309,"javascript,arrays",arrays,2791
310,"android,android-studio",android,778
311,"android,android-studio",android-studio,778
312,"html,css,css-grid",html,443
313,"html,css,css-grid",css,443
314,"html,css,css-grid",css-grid,443
315,"java,regex",java,1063
316,"java,regex",regex,1063
317,"javascript,php",javascript,658
318,"javascript,php",php,658
319,"amazon-web-services,amazon-s3",amazon-web-services,378
320,"amazon-web-services,amazon-s3",amazon-s3,378
321,"javascript,json",javascript,972
322,"javascript,json",json,972
323,"reactjs,material-ui",reactjs,795
324,"reactjs,material-ui",material-ui,795
325,"html,css,svg",html,323
326,"html,css,svg",css,323
327,"html,css,svg",svg,323
