,Original_Tags,Tags,YearTagCount
0,"bash,awk",bash,332
1,"bash,awk",awk,332
2,"angularjs,ionic-framework",angularjs,401
3,"angularjs,ionic-framework",ionic-framework,401
4,"java,javafx",java,729
5,"java,javafx",javafx,729
6,"javascript,jquery,css",javascript,1120
7,"javascript,jquery,css",jquery,1120
8,"javascript,jquery,css",css,1120
9,"css,sass",css,321
10,"css,sass",sass,321
11,"docker,docker-compose",docker,411
12,"docker,docker-compose",docker-compose,411
13,"c,pointers",c,435
14,"c,pointers",pointers,435
15,"c#,linq",c#,1972
16,"c#,linq",linq,1972
17,"c#,winforms",c#,1202
18,"c#,winforms",winforms,1202
19,"ios,swift,firebase,firebase-realtime-database",ios,421
20,"ios,swift,firebase,firebase-realtime-database",swift,421
21,"ios,swift,firebase,firebase-realtime-database",firebase,421
22,"ios,swift,firebase,firebase-realtime-database",firebase-realtime-database,421
23,"c#,unity3d",c#,1236
24,"c#,unity3d",unity3d,1236
25,"css,flexbox",css,365
26,"css,flexbox",flexbox,365
27,"sql,ms-access",sql,567
28,"sql,ms-access",ms-access,567
29,"c#,xml",c#,426
30,"c#,xml",xml,426
31,"c#,entity-framework,linq",c#,405
32,"c#,entity-framework,linq",entity-framework,405
33,"c#,entity-framework,linq",linq,405
34,"android,json",android,345
35,"android,json",json,345
36,"python,numpy",python,1526
37,"python,numpy",numpy,1526
38,"reactjs,redux",reactjs,430
39,"reactjs,redux",redux,430
40,"reactjs,redux,react-redux",reactjs,382
41,"reactjs,redux,react-redux",redux,382
42,"reactjs,redux,react-redux",react-redux,382
43,"mysql,database",mysql,396
44,"mysql,database",database,396
45,"php,laravel,laravel-5.2",php,308
46,"php,laravel,laravel-5.2",laravel,308
47,"php,laravel,laravel-5.2",laravel-5.2,308
48,"javascript,node.js",javascript,1847
49,"javascript,node.js",node.js,1847
50,"python,string",python,354
51,"python,string",string,354
52,"c#,generics",c#,316
53,"c#,generics",generics,316
54,"java,eclipse",java,414
55,"java,eclipse",eclipse,414
56,"laravel,laravel-5",laravel,360
57,"laravel,laravel-5",laravel-5,360
58,"php,mysql,sql",php,833
59,"php,mysql,sql",mysql,833
60,"php,mysql,sql",sql,833
61,"r,ggplot2",r,2051
62,"r,ggplot2",ggplot2,2051
63,"javascript,arrays",javascript,2194
64,"javascript,arrays",arrays,2194
65,"android,android-studio",android,1004
66,"android,android-studio",android-studio,1004
67,"java,regex",java,1388
68,"java,regex",regex,1388
69,"javascript,php",javascript,837
70,"javascript,php",php,837
71,"javascript,json",javascript,904
72,"javascript,json",json,904
73,"java,maven",java,313
74,"java,maven",maven,313
75,"javascript,jquery,html,css",javascript,5928
76,"javascript,jquery,html,css",jquery,5928
77,"javascript,jquery,html,css",html,5928
78,"javascript,jquery,html,css",css,5928
79,"ios,swift",ios,3079
80,"ios,swift",swift,3079
81,"java,android",java,4200
82,"java,android",android,4200
83,"c#,.net,winforms",c#,362
84,"c#,.net,winforms",.net,362
85,"c#,.net,winforms",winforms,362
86,"javascript,jquery,html",javascript,6375
87,"javascript,jquery,html",jquery,6375
88,"javascript,jquery,html",html,6375
89,"django,django-rest-framework",django,365
90,"django,django-rest-framework",django-rest-framework,365
91,"android,listview",android,586
92,"android,listview",listview,586
93,"css,html",css,401
94,"css,html",html,401
95,"javascript,google-maps,google-maps-api-3",javascript,424
96,"javascript,google-maps,google-maps-api-3",google-maps,424
97,"javascript,google-maps,google-maps-api-3",google-maps-api-3,424
98,"java,spring,spring-mvc",java,347
99,"java,spring,spring-mvc",spring,347
100,"java,spring,spring-mvc",spring-mvc,347
101,"android,sqlite",android,467
102,"android,sqlite",sqlite,467
103,"c++,opencv",c++,319
104,"c++,opencv",opencv,319
105,"ms-access,vba",ms-access,513
106,"ms-access,vba",vba,513
107,"html,css,twitter-bootstrap",html,2529
108,"html,css,twitter-bootstrap",css,2529
109,"html,css,twitter-bootstrap",twitter-bootstrap,2529
110,"javascript,html",javascript,4801
111,"javascript,html",html,4801
112,"python,django",python,3256
113,"python,django",django,3256
114,"c#,asp.net",c#,1382
115,"c#,asp.net",asp.net,1382
116,"python,dictionary",python,1120
117,"python,dictionary",dictionary,1120
118,"html,css,twitter-bootstrap-3",html,342
119,"html,css,twitter-bootstrap-3",css,342
