,Tags,Year,count
0,['android'],2008,2
1,['android'],2009,230
2,['android'],2010,3660
3,['android'],2011,8645
4,['android'],2012,8498
5,['android'],2013,6828
6,['android'],2014,5498
7,['android'],2015,4993
8,['android'],2016,3980
9,['android'],2017,3062
10,['android'],2018,2138
11,['android'],2019,1387
12,['android'],2020,635
