,Tags,singleTagCount
0,kubernetes,396
1,dart,976
2,flutter,1499
3,android,7197
4,rust,491
5,postgresql,1596
6,angular,4753
7,d3.js,445
8,windows-phone-8,504
9,data.table,354
10,winforms,455
11,haskell,731
12,powershell,1269
13,firebase,858
14,mongoose,312
15,firebase-realtime-database,858
16,javafx,332
17,cypher,339
18,android-recyclerview,365
19,node.js,2005
20,angular-material,361
21,c#,6911
22,tensorflow,1032
23,c++11,417
24,ecmascript-6,526
25,vb.net,447
26,corda,350
27,html,14705
28,tkinter,569
29,asp.net,664
30,perl,319
31,mongodb,807
32,linq,685
33,excel,5911
34,ggplot2,1278
35,numpy,1754
36,beautifulsoup,313
37,dplyr,870
38,json,390
39,pandas,7596
40,ruby,1224
41,google-bigquery,397
42,mysql,5886
43,docker,407
44,ajax,360
45,go,952
46,android-studio,391
47,twitter-bootstrap,393
48,tsql,1292
49,android-listview,1220
50,bootstrap-4,378
51,jquery,9443
52,javascript,27528
53,css,10363
54,arrays,2705
55,bash,739
56,excel-formula,655
57,react-native,1378
58,sql,8436
59,typescript,3155
60,scala,1182
61,xml,303
62,sql-server,4662
63,kotlin,964
64,regex,3891
65,django-rest-framework,618
66,github,350
67,matplotlib,701
68,uitableview,399
69,xslt,303
70,laravel,2488
71,elasticsearch,506
72,c++,3002
73,wordpress,938
74,neo4j,339
75,c,1746
76,wpf,524
77,codeigniter,335
78,list,513
79,sql-server-2005,726
80,express,310
81,swift,2392
82,flexbox,612
83,reactjs,4751
84,apache-spark,433
85,dataframe,2330
86,shiny,497
87,java,6726
88,git,1497
89,r,7392
90,vue.js,1304
91,php,9129
92,silverlight,878
93,django,2795
94,.net,411
95,unity3d,905
96,python-2.7,504
97,python-3.x,4531
98,vba,4684
99,laravel-5,358
100,matlab,465
101,ios,1577
102,python,23606
103,batch-file,421
104,angularjs,1116
105,vuejs2,318
106,dictionary,376
107,flash,348
108,ruby-on-rails,1468
109,oracle,1172
110,pandas-groupby,307
